wp,name,location,type,state,size,difficulty,terrain,favorites,hidden,author,attributes,mx,my
GC5MD2Z,HUDEBNI MIX 2,"49 13m 17.4s N, 16 35m 6.36s E",mystery,True,small,2.0,1.5,116,2015-02-07,valdinci,"{'bicycles': True, 'available': True, 'winter': True, 'firstaid': True, 'stroller': True, 'dogs': True}",0.6075000000000005,0.4358064516129043
GC15F9Q,Svratecky nahon - Finalni,"49 11m 1.32s N, 16 34m 23.052s E",mystery,True,regular,3.0,4.0,102,2007-09-08,"l3mur, adopted by vulpo","{'wheelchair': False, 'available': True, 'onehour': True, 'thorn': True, 'cliff': True, 'ticks': True}",0.4185000000000106,0.3970000000000036
GC84GZN,Bratrstvo kocici pracky,"49 10m 11.82s N, 16 36m 50.04s E",mystery,True,small,4.5,2.0,4,2019-03-09,Bandolerko,"{'bicycles': True, 'winter': True, 'available': True, 'restrooms': True, 'parking': True, 'food': True, 'stealth': True, 'dogs': True, 's-tool': True}",0.34975000000000056,0.5287096774193565
GC377J7,SPORE 78 - JISKRICKA,"49 11m 10.968s N, 16 39m 0.612s E",traditional,True,micro,1.5,1.5,2,2011-11-05,servisak,"{'motorcycles': True, 'bicycles': True, 'night': True, 'available': True, 'jeeps': True, 'onehour': True, 'dogs': True, 'quads': True}",0.43190000000000095,0.6457096774193499
GC7KKA7,Trojuhelniky,"49 13m 37.38s N, 16 36m 57.672s E",mystery,True,micro,3.5,1.5,13,2018-03-16,honzi,"{'dogs': True, 'available': True, 'night': True, 'ticks': True, 'bicycles': True}",0.6352499999999985,0.535548387096769
GC15J5N,Svratecky nahon 2 - lazne Riviera,"49 11m 20.292s N, 16 34m 8.148s E",traditional,True,small,1.5,3.5,4,2007-09-01,"l3mur, adopted by vulpo","{'available': True, 'winter': True, 'firstaid': True, 'dogs': True, 'onehour': True}",0.4448499999999906,0.3836451612903276
GC1HAYD,Ekostezka Lesna,"49 13m 35.04s N, 16 37m 20.928s E",multicache,True,small,2.5,2.5,17,2008-11-09,JelTeam & Jakuje,"{'bicycles': True, 'winter': True, 'available': True, 'firstaid': True, 'public': True, 'parking': True, 'stroller': True, 'kids': True, 'hike_med': True, 'dogs': True}",0.6319999999999971,0.5563870967741901
GC4E1VK,Svratka - Kohoutovicky potok v.2,"49 11m 33.288s N, 16 34m 1.2s E",multicache,True,small,2.0,1.5,14,2013-06-10,jurin (volně dle JaRaBaPaPo),"{'stealth': True, 'bicycles': True, 'picnic': True, 'public': True, 'food': True, 'onehour': True, 'kids': True, 'hike_short': True, 'dogs': True}",0.4629000000000004,0.37741935483870975
GC6QEKT,Cyklostezka Brno - Viden,"49 10m 59.088s N, 16 34m 22.152s E",traditional,True,small,1.5,2.0,1,2016-08-18,Eurohujer,"{'dogs': True, 'onehour': True, 'scenic': True, 'available': True, 'picnic': True, 'bicycles': True, 'firstaid': True}",0.4153999999999858,0.39619354838709653
GC68E66,Dopravni hriste Riviera,"49 11m 13.74s N, 16 34m 10.488s E",traditional,True,small,1.5,2.0,24,2015-12-20,MP Brno,"{'available': False, 'kids': True, 'winter': True, 'parking': True, 'public': True, 'bicycles': True, 'stroller': True, 'firstaid': True}",0.4357500000000151,0.3857419354838653
GC7GWHP,DRIVE-IN u trubky,"49 12m 59.868s N, 16 38m 43.98s E",traditional,True,micro,1.0,1.5,0,2018-01-07,Battos,"{'available': True, 'bicycles': True, 'motorcycles': True, 'quads': True, 'stealth': True, 'parkngrab': True}",0.5831500000000158,0.6308064516129012
GC1JGW1,Ani nahore ani dole,"49 13m 36.948s N, 16 35m 59.532s E",traditional,True,other,2.0,5.0,132,2008-11-29,Kahan,"{'wheelchair': False, 'winter': True, 'available': True, 'public': True, 'onehour': True, 'rappelling': True}",0.6346500000000213,0.4834516129032221
GC2297V,Rubikova kostka,"49 13m 12s N, 16 34m 48s E",mystery,True,small,2.5,2.0,16,2009-12-26,marizoun (adoptováno od kapitanR),"{'wheelchair': False, 'winter': True, 'food': True, 'available': True, 'fuel': True, 'public': True, 'parking': True, 'onehour': True, 'stealth': True, 'stroller': True, 'dogs': True}",0.6,0.4193548387096711
GC22R11,VUT FE SAPO,"49 13m 34.968s N, 16 35m 46.968s E",mystery,True,other,3.0,1.0,267,2010-01-26,Hobako,"{'wheelchair': True, 'winter': True, 'available': True, 'onehour': True, 'stealth': True, 'stroller': True}",0.6319000000000009,0.4721935483870953
GC7MV53,Detska hriste Zabovresky,"49 13m 4.548s N, 16 34m 36.372s E",multicache,True,small,2.0,1.5,4,2018-05-19,marizoun,"{'dogs': True, 'kids': True, 'onehour': True, 'available': True, 'winter': True, 'parking': True, 'public': True, 'phone': True, 'bicycles': True, 'stealth': True, 'stroller': True, 'hike_short': True, 'fuel': True, 'food': True, 'firstaid': True}",0.5896500000000185,0.40893548387096634
GC19RXQ,BB# 7 /Brnenské budovy/ aneb...,"49 10m 20.568s N, 16 35m 22.632s E",mystery,True,micro,3.5,2.0,4,2008-02-29,teddys,"{'available': True, 'firstaid': True, 'public': True, 'parking': True, 'onehour': True, 'dogs': True}",0.36189999999998496,0.45038709677419264
GCQ86M,Anthropos,"49 11m 31.812s N, 16 33m 57.708s E",traditional,True,micro,1.5,1.0,5,2005-08-21,KuraTeam,"{'winter': False, 'dogs': True, 'kids': True, 'onehour': True, 'available': True, 'wheelchair': True, 'parking': True, 'public': True, 'bicycles': True, 'motorcycles': True, 'stroller': True, 'parkngrab': True, 'food': True}",0.46084999999998916,0.3742903225806491
GC3G113,Ustredni hrbitov mesta Brna,"49 10m 14.52s N, 16 35m 38.76s E",mystery,True,small,3.0,2.5,59,2012-04-08,Adow,"{'bicycles': False, 'winter': False, 'available': False, 'onehour': False, 'motorcycles': False, 'dogs': False, 'hike_med': True, 'hiking': True, 'stealth': True, 'kids': True, 'thorn': True}",0.35349999999998305,0.46483870967742136
GC2G03K,K narozeninam / For birthday,"49 12m 34.848s N, 16 34m 5.412s E",mystery,True,small,3.5,1.0,19,2010-09-30,siesa,"{'treeclimbing': False, 'jeeps': True, 'quads': True, 'motorcycles': True, 'bicycles': True, 'water': True, 'public': True, 'food': True, 'hike_short': True, 'touristok': True, 'winter': True, 'night': True, 'available': True, 'stroller': True, 'dogs': True}",0.5483999999999983,0.38119354838709146
GC6C7NX,Prestupna statisticka,"49 10m 6.96s N, 16 36m 33.12s E",traditional,True,small,1.5,1.5,1,2016-02-29,VRoman64,"{'dogs': True, 'kids': True, 'bicycles': True, 'firstaid': True}",0.34299999999998954,0.5135483870967769
GC4RQBV,Vila Herminy Ripkove,"49 11m 43.512s N, 16 33m 53.388s E",mystery,True,small,2.0,2.5,16,2013-12-24,šoviš,"{'stroller': False, 'dogs': True, 'onehour': True, 'available': True, 'winter': True, 'ticks': True, 'parking': True, 'public': True, 'thorn': True, 'hike_short': True}",0.477099999999996,0.37041935483871125
GC35FV7,PIVOVARY BRNENSKA IV - Pivovar Kralovo Pole,"49 13m 36.3s N, 16 35m 41.82s E",multicache,True,micro,1.5,1.5,15,2011-12-08,safarici,"{'dogs': True, 'kids': True, 'onehour': True, 'available': True, 'bicycles': True, 'stealth': True, 'hike_short': True}",0.6337500000000198,0.4675806451612916
GC5HDY8,Mikulasska osmismerka,"49 13m 37.308s N, 16 37m 30.288s E",mystery,True,small,3.0,2.5,31,2014-12-04,geohanka.cz,"{'bicycles': True, 'available': True, 'stealth': True, 'kids': True, 'thorn': True, 'stroller': True, 'ticks': True, 'dogs': True}",0.6351500000000023,0.564774193548387
GC5TRCY,I. brezovsky vodovod,"49 13m 30.36s N, 16 37m 56.172s E",traditional,True,micro,3.0,1.5,81,2015-05-28,honzi,"{'winter': False, 'dogs': True, 'available': True, 'bicycles': True, 'stroller': True, 'firstaid': True}",0.6254999999999944,0.5879677419354765
GC7D8W9,Mormoni v Brne,"49 12m 43.488s N, 16 34m 7.68s E",multicache,True,small,2.5,1.5,52,2017-10-06,Aneleh CZ,"{'bicycles': True, 'available': True, 'parking': True, 'stroller': True, 'kids': True, 'dogs': True}",0.5604000000000062,0.38322580645161086
GC72QA4,Bzzzukot!,"49 11m 51.072s N, 16 39m 25.2s E",traditional,True,micro,1.5,1.5,10,2017-03-26,Almavíma,"{'motorcycles': False, 'restrooms': False, 'wheelchair': False, 'campfires': False, 'bicycles': True, 'public': True, 'parking': True, 'danger': True, 'ticks': True, 'available': True, 'onehour': True, 'kids': True, 'stroller': True, 'stealth': True, 'thorn': True, 'dogs': True}",0.48759999999998954,0.6677419354838684
GC38PVC,Kriminalistika na VUT,"49 13m 39.972s N, 16 35m 50.892s E",mystery,True,micro,3.5,1.5,137,2011-12-12,Voldik,"{'wheelchair': False, 'dogs': True, 'onehour': True, 'available': True, 'parking': True, 'stealth': True, 'hike_short': True}",0.6388500000000045,0.47570967741935777
GC5WEPW,Lokomotivni,"49 12m 56.772s N, 16 38m 55.932s E",mystery,True,micro,5.0,4.0,20,2015-05-28,honzi,"{'available': True, 'ticks': True, 'thorn': True}",0.5788500000000009,0.6415161290322515
GC1AT9C,Certova rokle,"49 13m 40.692s N, 16 37m 21s E",wherigo,True,micro,3.0,2.0,155,2008-04-01,robik+lele,"{'winter': False, 'dogs': True, 'available': True, 'parking': True, 'public': True, 'stroller': True, 'firstaid': True}",0.6398500000000021,0.5564516129032199
GC2RQEH,Zapomenuta studanka pod Vinohrady,"49 12m 31.932s N, 16 39m 16.092s E",traditional,True,small,1.5,2.5,11,2011-05-05,zemani,"{'night': False, 'dogs': True, 'onehour': True, 'available': True, 'ticks': True, 'public': True}",0.5443499999999918,0.6595806451612874
GC2WWJE,Vláčková / Train cache,"49 10m 17.688s N, 16 37m 58.368s E",multicache,True,micro,2.5,2.5,13,2011-05-24,puczmeloun,"{'wheelchair': False, 'treeclimbing': False, 'bicycles': True, 'available': True, 'public': True, 'onehour': True, 'stealth': True, 'hike_short': True, 'dogs': True}",0.35789999999999417,0.5899354838709661
GC63FR8,Snehurka a sedm trpasliku,"49 13m 16.392s N, 16 34m 43.5s E",mystery,True,large,1.5,2.0,257,2015-10-05,"necaja, zbne","{'camping': False, 'stroller': False, 'bicycles': True, 'kids': True, 'thorn': True, 'dogs': True}",0.6061000000000178,0.4153225806451587
GC5NZ70,Predej to sve matce,"49 13m 45.948s N, 16 36m 33.048s E",mystery,True,micro,1.5,2.0,14,2015-03-27,Etigo,"{'wheelchair': False, 'stroller': False, 'available': True, 'winter': True, 'public': True, 'motorcycles': True, 'field_puzzle': True}",0.6471500000000101,0.5134838709677356
GC2B40G,Sherwood,"49 12m 21.6s N, 16 39m 23.328s E",mystery,True,regular,3.0,2.0,16,2011-06-07,zemani,"{'night': False, 'available': True, 'public': True, 'onehour': True, 'stealth': True, 'thorn': True, 'hike_short': True, 'ticks': True, 'dogs': True}",0.5300000000000196,0.6660645161290245
GC40EXF,Majlontska,"49 13m 14.772s N, 16 38m 36.888s E",traditional,True,other,2.0,1.5,11,2012-10-29,Battos,"{'night': True, 'public': True, 'bicycles': True, 'motorcycles': True, 'stealth': True, 'firstaid': True}",0.6038500000000142,0.6244516129032236
GC11EJJ,Lost - DHARMA Initiative,"49 11m 34.98s N, 16 33m 48.312s E",letterbox,True,large,4.5,4.5,378,2007-03-30,mitak,"{'onehour': False, 'treeclimbing': False, 'climbing': False, 'kids': False, 'teamwork': True, 'danger': True, 'mine': True, 'abandonedbuilding': True, 'winter': True, 'available': True, 'wading': True, 'flashlight': True, 'firstaid': True, 'stealth': True}",0.46525000000000033,0.36587096774193734
GC7J0BM,Karloska,"49 11m 30.012s N, 16 33m 48.168s E",mystery,True,other,2.5,2.5,44,2018-02-05,Aneleh CZ,"{'dogs': True, 'kids': True, 'onehour': True, 'available': True, 'parking': True, 'hike_short': True}",0.4583500000000127,0.36574193548386624
GC51C6X,Vinohrady,"49 12m 21.888s N, 16 39m 26.208s E",multicache,True,micro,2.5,2.0,14,2014-03-30,KubaLada,"{'motorcycles': True, 'bicycles': True, 'picnic': True, 'phone': True, 'public': True, 'parking': True, 'hike_med': True, 'food': True, 'ticks': True, 'scenic': True, 'onehour': True, 'kids': True, 'stroller': True, 'stealth': True, 'dogs': True}",0.5304000000000044,0.6686451612903203
GC80HRB,E1 Extreme Climbing Brno,"49 10m 2.388s N, 16 36m 8.388s E",event,True,other,1.0,3.0,0,2019-03-27,Mikin11,"{'wheelchair': False, 'food': True, 'teamwork': True, 'restrooms': True, 'climbing': True, 'public': True, 'parking': True, 'hike_med': True, 'cliff': True, 'rappelling': True, 'water': True}",0.33664999999999884,0.49138709677418735
GC6KDBY,Hosnova vila,"49 11m 6.36s N, 16 33m 59.4s E",multicache,True,small,1.5,2.0,9,2016-09-02,Battos,"{'dogs': True, 'available': True, 'ticks': True, 'stealth': True}",0.4254999999999944,0.37580645161290704
GC2J32M,Call of Duty,"49 10m 5.412s N, 16 35m 47.832s E",mystery,True,small,3.0,2.5,28,2010-11-11,SYSI007,"{'bicycles': True, 'winter': True, 'available': True, 'firstaid': True, 'public': True, 'food': True, 'stealth': True, 'hike_short': True}",0.3408500000000176,0.47296774193548746
GC6A5WD,Juranske krize,"49 11m 56.688s N, 16 33m 42.228s E",multicache,True,small,2.0,3.5,8,2016-01-23,SFAubry,"{'poisonoak': False, 'wheelchair': False, 'water': False, 'campfires': False, 'stroller': False, 'dogs': True, 'scenic': True, 'available': True, 'ticks': True, 'parking': True, 'public': True, 'bicycles': True, 'jeeps': True, 'thorn': True, 'hike_med': True, 'firstaid': True}",0.49540000000001416,0.3604193548387117
GC517X8,Driving range Zabovresky,"49 12m 33.372s N, 16 33m 51.948s E",traditional,True,micro,1.5,2.0,180,2014-09-09,šoviš,"{'dogs': True, 'onehour': True, 'available': True, 'parking': True, 'bicycles': True, 'stealth': True, 'parkngrab': True, 'hike_short': True}",0.5463499999999871,0.3691290322580691
GC7CEX1,Fergie,"49 13m 33.132s N, 16 35m 6.612s E",traditional,True,micro,4.0,1.5,16,2019-03-05,Bandolerko,"{'dogs': True, 'available': True, 'winter': True, 'parking': True, 'public': True, 'bicycles': True, 'stealth': True, 'stroller': True, 'food': True, 'firstaid': True}",0.6293500000000086,0.4360322580645201
GC4NW47,Fajtovka,"49 13m 49.512s N, 16 36m 54.252s E",multicache,True,small,2.5,3.0,25,2014-04-29,Stumba,"{'wheelchair': False, 'night': False, 'stroller': False, 'horses': False, 'available': True, 'hike_short': True, 'parking': True, 'onehour': True, 'thorn': True, 'ticks': True}",0.6521000000000182,0.5324838709677382
GC6VJC7,Dve trubky - Two pipes (v2),"49 13m 27.372s N, 16 38m 23.532s E",multicache,True,micro,1.5,2.5,9,2016-10-16,Jakuje,"{'wheelchair': False, 'water': False, 'onehour': True, 'scenic': True, 'available': True, 'winter': True, 'stealth': True, 'hike_short': True}",0.6213499999999915,0.6124838709677345
GC7J09X,Karlos,"49 11m 29.868s N, 16 33m 44.532s E",mystery,True,small,2.5,1.5,52,2018-02-05,Aneleh CZ,"{'dogs': True, 'kids': True, 'onehour': True, 'available': True, 'winter': True, 'parking': True, 'hike_short': True}",0.45815000000002026,0.362483870967746
GC44ZBM,Shawshank Redemption,"49 10m 23.988s N, 16 34m 46.632s E",mystery,True,regular,2.0,2.5,58,2013-02-06,PALROS,"{'wheelchair': False, 'hike_short': False, 'bicycles': True, 'winter': True, 'thorn': True, 'ticks': True, 'dogs': True}",0.36665000000000064,0.4181290322580588
GC5V18N,Sobesické výhledy J / Sobesice view S,"49 13m 47.82s N, 16 37m 19.668s E",mystery,True,micro,2.5,2.5,2,2015-05-07,lan2,"{'scenic': True, 'available': True, 'winter': True, 'ticks': True}",0.6497500000000184,0.5552580645161225
GC6DKW6,Dvanactkova,"49 13m 41.16s N, 16 37m 49.548s E",mystery,True,micro,3.5,3.0,11,2016-04-09,honzi,"{'dogs': True, 'available': True, 'bicycles': True, 'stroller': True, 'firstaid': True}",0.6404999999999953,0.5820322580645158
GC44PBJ,Domov pro seniory,"49 11m 56.508s N, 16 39m 36s E",traditional,True,micro,2.0,1.5,6,2013-05-26,Celerak,"{'dogs': True, 'kids': True, 'onehour': True, 'available': True, 'winter': True, 'parking': True, 'public': True, 'stealth': True, 'hike_short': True}",0.49515000000000586,0.6774193548387074
GC1VTAR,Javorove sudoku,"49 10m 59.988s N, 16 34m 0.012s E",mystery,True,regular,2.5,3.0,18,2009-07-12,Johule,"{'wheelchair': False, 'dogs': True, 'kids': True, 'onehour': True, 'available': True, 'ticks': True, 'picnic': True, 'bicycles': True, 'stroller': True, 'firstaid': True}",0.41664999999999175,0.37635483870967196
GC224P4,Zarybec,"49 13m 47.82s N, 16 35m 54.78s E",multicache,True,micro,2.5,1.5,67,2009-12-20,black777jack,"{'dogs': True, 'kids': True, 'onehour': True, 'available': True, 'winter': True, 'parking': True, 'public': True, 'phone': True, 'bicycles': True, 'stealth': True}",0.6497500000000184,0.4791935483870938
GC5KJTP,Country music,"49 13m 7.68s N, 16 38m 57.84s E",mystery,True,micro,2.5,1.0,7,2015-04-10,Ghanii,"{'dogs': True, 'available': True, 'night': True, 'winter': True, 'wheelchair': True, 'public': True, 'stealth': True, 'stroller': True}",0.5940000000000139,0.6432258064516104
GC4V449,Kolonie HAMBURK,"49 12m 15.48s N, 16 39m 33.84s E",mystery,True,micro,3.5,2.5,40,2013-11-27,boruf,"{'wheelchair': False, 'night': False, 'stroller': False, 'available': True, 'public': True, 'parking': True, 'stealth': True, 'thorn': True, 'hike_short': True, 'ticks': True}",0.5215000000000214,0.6754838709677442
GC468HF,CEITEC,"49 10m 44.22s N, 16 34m 13.62s E",mystery,True,small,2.0,2.0,3,2013-04-19,marmen.cz,"{'food': True, 'winter': True, 'available': True, 'touristok': True, 'firstaid': True, 'public': True, 'parking': True, 'parkngrab': True, 'dogs': True}",0.39475000000000326,0.3885483870967769
GC234MP,Hlavne nenapadne,"49 13m 27.912s N, 16 34m 47.532s E",traditional,True,regular,1.5,1.5,21,2010-01-19,Rishare,"{'dogs': True, 'kids': True, 'night': True, 'winter': True, 'public': True, 'bicycles': True, 'stroller': True}",0.6221000000000164,0.41893548387096585
GC6XDTG,Teniskova,"49 10m 16.68s N, 16 34m 57.252s E",traditional,True,micro,1.5,1.0,0,2017-03-20,mr_awesome_,"{'dogs': True, 'available': True, 'winter': True, 'wheelchair': True, 'public': True, 'bicycles': True, 'stroller': True}",0.35650000000001164,0.42764516129032326
GC7D99D,Salina na prygl 1,"49 12m 44.82s N, 16 33m 53.748s E",traditional,True,small,1.5,1.5,9,2017-10-07,Aneleh CZ,"{'dogs': True, 'kids': True, 'available': True, 'parking': True, 'bicycles': True, 'stroller': True}",0.5622499999999895,0.37074193548387174
GC33JMQ,Tonyho memorial,"49 13m 13.8s N, 16 34m 23.52s E",multicache,True,small,2.5,2.0,89,2011-09-04,elousek,"{'wheelchair': False, 'dogs': True, 'night': True, 'winter': True, 'public': True, 'horses': True, 'flashlight': True, 'nightcache': True, 'hike_med': True}",0.602500000000012,0.3974193548387088
GC2776R,SK KRALOVO POLE BRNO,"49 13m 36.732s N, 16 35m 5.64s E",multicache,True,regular,2.5,1.5,16,2010-05-14,Geo obludky,"{'dogs': True, 'kids': True, 'parking': True, 'bicycles': True}",0.6343499999999971,0.43516129032258327
GC4WYHT,Kowalski,"49 13m 51.78s N, 16 36m 12.528s E",mystery,True,regular,5.0,5.0,60,2015-12-01,rih4 & patrac,"{'night': False, 'winter': False, 'treeclimbing': True, 'teamwork': True, 'field_puzzle': True, 'thorn': True, 'scenic': True, 'flashlight': True, 'hike_med': True, 'rappelling': True, 'ticks': True, 'danger': True}",0.6552500000000234,0.4950967741935507
GCWV48,Pisarecky tunel,"49 10m 59.988s N, 16 33m 56.7s E",mystery,True,small,3.5,2.0,14,2006-06-27,mitak,"{'wheelchair': False, 'winter': False, 'stealth': False, 'stroller': False, 'available': True, 'firstaid': True, 'scenic': True, 'onehour': True, 'thorn': True, 'ticks': True, 'dogs': True}",0.41664999999999175,0.37338709677419735
GC7D67E,Kroftova ulice,"49 12m 59.832s N, 16 34m 5.34s E",traditional,True,small,3.0,1.5,16,2017-10-04,Aneleh CZ,"{'dogs': True, 'kids': True, 'available': True, 'parking': True, 'public': True, 'bicycles': True, 'stroller': True}",0.5831,0.38112903225806166
GC72B5B,Bozi muka v Komarove,"49 9m 59.688s N, 16 37m 23.772s E",multicache,True,micro,1.5,1.0,5,2017-03-19,Duck Brno CZ,"{'available': True, 'winter': True, 'wheelchair': True, 'parking': True, 'bicycles': True, 'stealth': True}",0.3329000000000164,0.5589354838709709
